Date,Open,High,Low,Close,Adj Close,Volume
5/15/2019,186.270004,191.75,186.020004,190.919998,189.628036,26544700
5/16/2019,189.910004,192.470001,188.839996,190.080002,188.793732,33031400
5/17/2019,186.929993,190.899994,186.759995,189,187.721039,32879100
5/20/2019,183.520004,184.350006,180.279999,183.089996,181.851028,38612300
5/21/2019,185.220001,188,184.699997,186.600006,185.33728,28364800
5/22/2019,184.660004,185.710007,182.550003,182.779999,181.543121,29748600
5/23/2019,179.800003,180.539993,177.809998,179.660004,178.444244,36529700
5/24/2019,180.199997,182.139999,178.619995,178.970001,177.758911,23714700
5/28/2019,178.919998,180.589996,177.910004,178.229996,177.023911,27948200
5/29/2019,176.419998,179.350006,176,177.380005,176.179657,28481200
5/30/2019,177.949997,179.229996,176.669998,178.300003,177.093445,21218400
5/31/2019,176.229996,177.990005,174.990005,175.070007,173.8853,27043600
6/3/2019,175.600006,177.919998,170.270004,173.300003,172.127274,40396100
6/4/2019,175.440002,179.830002,174.520004,179.639999,178.424377,30968000
6/5/2019,184.279999,184.990005,181.139999,182.539993,181.304733,29773400
6/6/2019,183.080002,185.470001,182.149994,185.220001,183.966614,22526300
6/7/2019,186.509995,191.919998,185.770004,190.149994,188.863251,30684400
6/10/2019,191.809998,195.369995,191.619995,192.580002,191.27681,26220900
6/11/2019,194.860001,196,193.600006,194.809998,193.491714,26932900
6/12/2019,193.949997,195.970001,193.389999,194.190002,192.875916,18221800
6/13/2019,194.699997,196.789993,193.600006,194.149994,192.836166,21674600
6/14/2019,191.550003,193.589996,190.300003,192.740005,191.43573,18761500
6/17/2019,192.899994,194.960007,192.169998,193.889999,192.577942,14669100
6/18/2019,196.050003,200.289993,195.210007,198.449997,197.107086,26551000
6/19/2019,199.679993,199.880005,197.309998,197.869995,196.531006,21124200
6/20/2019,200.369995,200.610001,198.029999,199.460007,198.110245,21514000
6/21/2019,198.800003,200.850006,198.149994,198.779999,197.434845,47800600
6/24/2019,198.539993,200.160004,198.169998,198.580002,197.236206,18220400
6/25/2019,198.429993,199.259995,195.289993,195.570007,194.246582,21070300
6/26/2019,197.770004,200.990005,197.350006,199.800003,198.447952,26067500
6/27/2019,200.289993,201.570007,199.570007,199.740005,198.388367,20899700
6/28/2019,198.679993,199.5,197.050003,197.919998,196.580658,31110600
7/1/2019,203.169998,204.490005,200.649994,201.550003,200.186111,27316700
7/2/2019,201.410004,203.130005,201.360001,202.729996,201.358109,16935200
7/3/2019,203.279999,204.440002,202.690002,204.410004,203.026749,11362000
7/5/2019,203.350006,205.080002,202.899994,204.229996,202.847961,17265500
7/8/2019,200.809998,201.399994,198.410004,200.020004,198.666458,25338600
7/9/2019,199.199997,201.509995,198.809998,201.240005,199.87822,20578000
7/10/2019,201.850006,203.729996,201.559998,203.229996,201.854736,17883600
7/11/2019,203.309998,204.389999,201.710007,201.75,200.38475,20191800
7/12/2019,202.449997,204,202.199997,203.300003,201.924271,17595200
7/15/2019,204.089996,205.869995,204,205.210007,203.82135,16947400
7/16/2019,204.589996,206.110001,203.5,204.5,203.116135,16866800
7/17/2019,204.050003,205.089996,203.270004,203.350006,201.973923,14107500
7/18/2019,204,205.880005,203.699997,205.660004,204.268295,18582200
7/19/2019,205.789993,206.5,202.360001,202.589996,201.21907,20929300
7/22/2019,203.649994,207.229996,203.610001,207.220001,205.817734,22277900
7/23/2019,208.460007,208.910004,207.289993,208.839996,207.426758,18355200
7/24/2019,207.669998,209.149994,207.169998,208.669998,207.257935,14991600
7/25/2019,208.889999,209.240005,206.729996,207.020004,205.619095,13909600
7/26/2019,207.479996,209.729996,207.139999,207.740005,206.334213,17618900
7/29/2019,208.460007,210.639999,208.440002,209.679993,208.261078,21673400
7/30/2019,208.759995,210.160004,207.309998,208.779999,207.367172,33935700
7/31/2019,216.419998,221.369995,211.300003,213.039993,211.598358,69281400
8/1/2019,213.899994,218.029999,206.740005,208.429993,207.019531,54017900
8/2/2019,205.529999,206.429993,201.630005,204.020004,202.639389,40862100
8/5/2019,197.990005,198.649994,192.580002,193.339996,192.031647,52393000
8/6/2019,196.309998,198.070007,194.039993,197,195.666885,35824800
8/7/2019,195.410004,199.559998,193.820007,199.039993,197.693085,33364400
8/8/2019,200.199997,203.529999,199.389999,203.429993,202.053375,27009500
8/9/2019,201.300003,202.759995,199.289993,200.990005,200.388382,24619700
8/12/2019,199.619995,202.050003,199.149994,200.479996,199.879898,22474900
8/13/2019,201.020004,212.139999,200.479996,208.970001,208.344498,47218500
8/14/2019,203.160004,206.440002,202.589996,202.75,202.143112,36547400
8/15/2019,203.460007,205.139999,199.669998,201.740005,201.136139,27227400
8/16/2019,204.279999,207.160004,203.839996,206.5,205.881882,27620400
8/19/2019,210.619995,212.729996,210.029999,210.350006,209.720367,24413600
8/20/2019,210.880005,213.350006,210.320007,210.360001,209.730331,26884300
8/21/2019,212.990005,213.649994,211.600006,212.639999,212.00351,21535400
8/22/2019,213.190002,214.440002,210.75,212.460007,211.824051,22253700
8/23/2019,209.429993,212.050003,201,202.639999,202.033447,46818000
8/26/2019,205.860001,207.190002,205.059998,206.490005,205.871918,26043600
8/27/2019,207.860001,208.550003,203.529999,204.160004,203.548889,25873300
8/28/2019,204.100006,205.720001,203.320007,205.529999,204.914795,15938800
8/29/2019,208.5,209.320007,206.660004,209.009995,208.384369,20990500
8/30/2019,210.160004,210.449997,207.199997,208.740005,208.115189,21143400
9/3/2019,206.429993,206.979996,204.220001,205.699997,205.084274,20023000
9/4/2019,208.389999,209.479996,207.320007,209.190002,208.563843,19188100
9/5/2019,212,213.970001,211.509995,213.279999,212.641586,23913700
9/6/2019,214.050003,214.419998,212.509995,213.259995,212.621643,19362300
9/9/2019,214.839996,216.440002,211.070007,214.169998,213.528931,27309400
9/10/2019,213.860001,216.779999,211.710007,216.699997,216.051346,31777900
9/11/2019,218.070007,223.710007,217.729996,223.589996,222.920731,44289600
9/12/2019,224.800003,226.419998,222.860001,223.089996,222.422226,32226700
9/13/2019,220,220.789993,217.020004,218.75,218.095215,39763300
9/16/2019,217.729996,220.130005,217.559998,219.899994,219.241776,21158100
9/17/2019,219.960007,220.820007,219.119995,220.699997,220.039383,18318700
9/18/2019,221.059998,222.850006,219.440002,222.770004,222.103195,25340000
9/19/2019,222.009995,223.759995,220.369995,220.960007,220.298615,22060600
9/20/2019,221.380005,222.559998,217.470001,217.729996,217.078262,55413100
9/23/2019,218.949997,219.839996,217.649994,218.720001,218.065308,19165500
9/24/2019,221.029999,222.490005,217.190002,217.679993,217.028412,31190800
9/25/2019,218.550003,221.5,217.139999,221.029999,220.368393,21903400
9/26/2019,220,220.940002,218.830002,219.889999,219.231812,18833500
9/27/2019,220.539993,220.960007,217.279999,218.820007,218.165024,25352000
9/30/2019,220.899994,224.580002,220.789993,223.970001,223.299591,25977400
10/1/2019,225.070007,228.220001,224.199997,224.589996,223.91774,34805800
10/2/2019,223.059998,223.580002,217.929993,218.960007,218.304596,34612300
10/3/2019,218.429993,220.960007,215.130005,220.820007,220.159027,28606500
10/4/2019,225.639999,227.490005,223.889999,227.009995,226.33049,34619700
10/7/2019,226.270004,229.929993,225.839996,227.059998,226.380341,30576500
10/8/2019,225.820007,228.059998,224.330002,224.399994,223.728302,27955000
10/9/2019,227.029999,227.789993,225.639999,227.029999,226.350433,18692600
10/10/2019,227.929993,230.440002,227.300003,230.089996,229.401276,28253400
10/11/2019,232.949997,237.639999,232.309998,236.210007,235.50296,41698900
10/14/2019,234.899994,238.130005,234.669998,235.869995,235.163971,24106900
10/15/2019,236.389999,237.649994,234.880005,235.320007,234.615631,21840000
10/16/2019,233.369995,235.240005,233.199997,234.369995,233.668457,18475800
10/17/2019,235.089996,236.149994,233.520004,235.279999,234.575745,16896300
10/18/2019,234.589996,237.580002,234.289993,236.410004,235.702362,24358400
10/21/2019,237.520004,240.990005,237.320007,240.509995,239.790085,21811800
10/22/2019,241.160004,242.199997,239.619995,239.960007,239.241745,20573400
10/23/2019,242.100006,243.240005,241.220001,243.179993,242.452087,18957200
10/24/2019,244.509995,244.800003,241.809998,243.580002,242.850891,17318800
10/25/2019,243.160004,246.729996,242.880005,246.580002,245.841919,18369300
10/28/2019,247.419998,249.25,246.720001,249.050003,248.30452,24143200
10/29/2019,248.970001,249.75,242.570007,243.289993,242.561752,35709900
10/30/2019,244.759995,245.300003,241.210007,243.259995,242.531845,31130500
10/31/2019,247.240005,249.169998,237.259995,248.759995,248.015381,34790500
11/1/2019,249.539993,255.929993,249.160004,255.820007,255.05426,37781300
11/4/2019,257.329987,257.850006,255.380005,257.5,256.729218,25818000
11/5/2019,257.049988,258.190002,256.320007,257.130005,256.360352,19974400
11/6/2019,256.769989,257.48999,255.369995,257.23999,256.470001,18966100
11/7/2019,258.73999,260.350006,258.109985,259.429993,259.429993,23735100
11/8/2019,258.690002,260.440002,256.850006,260.140015,260.140015,17496600
11/11/2019,258.299988,262.470001,258.279999,262.200012,262.200012,20455300
11/12/2019,261.549988,262.790009,260.920013,261.959991,261.959991,21847200
11/13/2019,261.130005,264.779999,261.070007,264.470001,264.470001,25683600
11/14/2019,263.75,264.880005,262.100006,262.640015,262.640015,22295700
11/15/2019,263.679993,265.779999,263.01001,265.76001,265.76001,25051600
11/18/2019,265.799988,267.429993,264.230011,267.100006,267.100006,21675800
11/19/2019,267.899994,268,265.390015,266.290009,266.290009,19041800
11/20/2019,265.540009,266.079987,260.399994,263.190002,263.190002,26558600
11/21/2019,263.690002,264.01001,261.179993,262.01001,262.01001,30348800
11/22/2019,262.589996,263.179993,260.839996,261.779999,261.779999,16331300
11/25/2019,262.709991,266.440002,262.519989,266.369995,266.369995,21005100
11/26/2019,266.940002,267.160004,262.5,264.290009,264.290009,26301900
11/27/2019,265.579987,267.980011,265.309998,267.839996,267.839996,16308900
11/29/2019,266.600006,268,265.899994,267.25,267.25,11654400
12/2/2019,267.269989,268.25,263.450012,264.160004,264.160004,23621800
12/3/2019,258.309998,259.529999,256.290009,259.450012,259.450012,28607600
12/4/2019,261.070007,263.309998,260.679993,261.73999,261.73999,16795400
12/5/2019,263.790009,265.890015,262.730011,265.579987,265.579987,18606100
12/6/2019,267.480011,271,267.299988,270.709991,270.709991,26518900
12/9/2019,270,270.799988,264.910004,266.920013,266.920013,32010600
12/10/2019,268.600006,270.070007,265.859985,268.480011,268.480011,22605100
12/11/2019,268.809998,271.100006,268.5,270.769989,270.769989,19689200
12/12/2019,267.779999,272.559998,267.320007,271.459991,271.459991,34327600
12/13/2019,271.459991,275.299988,270.929993,275.149994,275.149994,33396900
12/16/2019,277,280.790009,276.980011,279.859985,279.859985,32046500
12/17/2019,279.570007,281.769989,278.799988,280.410004,280.410004,28539600
12/18/2019,279.799988,281.899994,279.119995,279.73999,279.73999,29007100
12/19/2019,279.5,281.179993,278.950012,280.019989,280.019989,24592300
12/20/2019,282.230011,282.649994,278.559998,279.440002,279.440002,68994500
12/23/2019,280.529999,284.25,280.369995,284,284,24643000
12/24/2019,284.690002,284.890015,282.920013,284.269989,284.269989,12119700
12/26/2019,284.820007,289.980011,284.700012,289.910004,289.910004,23280300
12/27/2019,291.119995,293.970001,288.119995,289.799988,289.799988,36566500
12/30/2019,289.459991,292.690002,285.220001,291.519989,291.519989,36028600
12/31/2019,289.929993,293.679993,289.519989,293.649994,293.649994,25201400
1/2/2020,296.23999,300.600006,295.190002,300.350006,300.350006,33870100
1/3/2020,297.149994,300.579987,296.5,297.429993,297.429993,36580700
1/6/2020,293.790009,299.959991,292.75,299.799988,299.799988,29596800
1/7/2020,299.839996,300.899994,297.480011,298.390015,298.390015,27218000
1/8/2020,297.160004,304.440002,297.160004,303.190002,303.190002,33019800
1/9/2020,307.23999,310.429993,306.200012,309.630005,309.630005,42527100
1/10/2020,310.600006,312.670013,308.25,310.329987,310.329987,35217272
